Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21
2013-09-27,2,2.6,18.5,3.6,,,E,NNE,9.0,13.0,74.0,43.0,1020.8,1015.5,,,10.7,18.2,Yes,No
2013-10-09,2,5.6,24.3,0.0,,,SE,N,9.0,15.0,83.0,45.0,1019.9,1015.2,,,11.9,23.2,No,No
2013-10-27,2,5.3,21.3,0.0,,,SSE,WSW,6.0,13.0,68.0,36.0,1023.8,1020.6,,,11.9,20.3,No,No
2013-10-28,2,10.6,24.6,0.0,,,ESE,SSE,9.0,17.0,65.0,50.0,1017.8,1012.1,,,16.0,21.6,No,No
2013-10-30,2,6.0,23.5,0.0,,,SSE,NW,9.0,11.0,61.0,34.0,1020.4,1017.9,,,13.6,22.0,No,No
2013-10-31,2,6.3,25.2,0.0,,,ESE,W,4.0,19.0,70.0,28.0,1021.0,1018.8,,,14.9,24.3,No,No
2013-11-07,2,8.9,34.3,0.0,,,SSE,WNW,4.0,4.0,48.0,22.0,1014.9,1009.4,,2.0,18.8,33.2,No,No
2013-11-12,2,12.1,18.6,4.4,,,SSE,W,11.0,26.0,75.0,65.0,1015.0,1011.4,8.0,8.0,14.3,17.1,Yes,No
2013-11-28,2,14.2,35.4,0.0,,,SSE,WNW,7.0,33.0,56.0,13.0,1008.3,1002.8,,1.0,23.1,31.9,No,No
2013-12-10,2,12.1,22.4,0.0,,,WNW,W,19.0,30.0,60.0,35.0,1008.7,1008.1,5.0,5.0,15.0,20.0,No,No
2013-12-12,2,9.9,27.6,0.0,,,SSE,W,2.0,24.0,55.0,22.0,1012.6,1009.8,,,17.7,26.4,No,No
2013-12-31,2,10.4,31.4,0.0,,,SSE,WSW,7.0,22.0,43.0,14.0,1013.3,1011.5,,,19.7,30.5,No,No
2014-01-24,2,20.1,23.4,2.8,,,NW,NW,20.0,15.0,84.0,86.0,1010.8,1006.7,8.0,8.0,20.5,20.7,Yes,Yes
2014-02-04,2,21.0,31.9,1.2,,,SSE,SSE,28.0,24.0,25.0,24.0,1014.3,1014.1,,,22.3,30.3,Yes,No
2014-02-05,2,16.7,30.9,0.0,,,SSE,S,11.0,11.0,45.0,26.0,1020.9,1017.2,,,19.9,28.7,No,No
2014-02-15,2,19.2,23.1,21.8,,,ENE,E,13.0,13.0,99.0,98.0,998.9,994.8,8.0,8.0,20.1,22.0,Yes,Yes
2014-02-18,2,15.3,33.4,0.0,,,SE,NNE,6.0,17.0,72.0,32.0,1010.2,1005.8,4.0,2.0,19.4,30.6,No,No
2014-02-21,2,8.4,26.8,0.0,,,W,WSW,15.0,7.0,59.0,33.0,1018.7,1016.5,,,14.3,24.7,No,No
2014-02-24,2,14.5,33.0,0.0,,,,SSE,0.0,11.0,61.0,27.0,1019.6,1015.9,,,19.9,30.8,No,No
2014-02-27,2,10.8,30.6,0.0,,,SSE,SSE,4.0,13.0,66.0,25.0,1016.7,1014.9,,,17.5,29.5,No,No
2014-02-28,2,16.4,27.7,0.0,,,SSE,NNE,15.0,17.0,58.0,47.0,1020.2,1019.2,2.0,8.0,19.6,26.3,No,Yes
2014-03-02,2,15.8,30.0,0.0,,,S,S,11.0,9.0,83.0,36.0,1020.5,1018.4,1.0,,19.0,27.9,No,No
2014-03-21,2,16.0,30.8,0.0,,,ENE,NNW,13.0,35.0,54.0,56.0,1019.1,1015.1,,8.0,23.8,23.5,No,Yes
2014-03-28,2,17.6,25.8,0.4,,,SE,SE,6.0,7.0,92.0,56.0,1016.1,1013.1,8.0,1.0,19.2,25.2,No,No
2014-04-02,2,13.8,28.5,0.0,,,WNW,ESE,2.0,9.0,86.0,46.0,1017.2,1014.2,,,17.7,27.5,No,Yes
2014-04-30,2,10.5,18.1,15.0,,,WNW,W,17.0,11.0,89.0,58.0,1016.2,1015.7,8.0,2.0,11.9,17.4,Yes,No
2014-05-09,2,3.3,17.8,0.0,,,,ESE,0.0,7.0,74.0,61.0,1026.0,1021.7,5.0,1.0,8.9,17.5,No,Yes
2014-05-14,2,4.9,18.8,0.0,,,,SE,0.0,9.0,88.0,65.0,1029.1,1025.6,6.0,8.0,9.8,18.0,No,No
2014-06-13,2,7.9,12.2,3.6,,,,E,0.0,9.0,100.0,100.0,1016.1,1013.2,8.0,8.0,10.3,12.2,Yes,Yes
2014-06-14,2,8.2,15.2,17.4,,,SSW,SSW,7.0,11.0,,77.0,1013.8,1011.7,7.0,7.0,,14.8,Yes,No
2014-06-19,2,5.4,11.2,0.0,,,SSE,SSE,7.0,6.0,96.0,83.0,1028.4,1024.0,8.0,,6.9,10.6,No,No
2014-06-23,2,5.8,12.2,0.0,,,NNE,N,20.0,28.0,80.0,86.0,1011.3,1003.0,8.0,8.0,11.9,11.9,No,Yes
2014-07-07,2,4.8,10.7,0.0,,,W,NW,6.0,6.0,100.0,77.0,1018.4,1016.5,3.0,8.0,6.6,10.6,No,No
2014-08-07,2,3.6,14.6,0.0,,,,WNW,0.0,11.0,92.0,63.0,1032.2,1029.4,8.0,8.0,8.8,13.4,No,No
2014-08-26,2,4.7,20.2,0.0,,,SE,E,17.0,15.0,63.0,39.0,1026.2,1024.1,4.0,3.0,14.7,19.8,No,No
2014-09-06,2,3.3,18.8,0.0,,,,SSE,0.0,9.0,72.0,41.0,1031.2,1027.8,,,10.1,17.9,No,No
2014-09-12,2,1.7,17.4,0.0,,,SE,N,2.0,7.0,73.0,41.0,1025.9,1023.9,,,9.9,16.5,No,No
2014-10-28,2,6.4,19.9,1.0,,,WNW,WSW,15.0,22.0,62.0,47.0,1015.2,1013.8,,8.0,11.9,18.6,No,No
2014-10-29,2,7.6,24.4,0.0,,,WSW,WNW,11.0,13.0,59.0,32.0,1018.8,1015.6,,,13.2,22.9,No,Yes
2014-11-13,2,12.7,33.2,0.0,,,E,W,6.0,9.0,54.0,15.0,1015.2,1011.3,,,21.0,31.9,No,No
2014-11-21,2,18.5,29.5,0.0,,,W,WNW,17.0,26.0,57.0,28.0,1009.2,1008.7,8.0,,23.5,28.8,No,No
2014-12-05,2,17.2,28.9,0.0,,,NE,SSW,11.0,15.0,59.0,69.0,1007.0,1003.0,,8.0,23.2,25.3,No,No
2014-12-12,2,12.9,27.5,0.0,,,SSE,SSE,22.0,17.0,46.0,35.0,1019.1,1017.1,,,20.7,26.2,No,No
2015-01-02,2,15.5,39.6,0.0,,,ESE,ESE,9.0,9.0,45.0,12.0,1016.0,1012.4,,,25.6,38.2,No,No
2015-01-06,2,20.5,36.1,0.0,,,ESE,SW,9.0,13.0,54.0,25.0,1019.1,1016.0,,,27.3,34.6,No,No
2015-01-10,2,19.7,21.7,7.0,,,SSE,SSE,7.0,13.0,97.0,95.0,1010.9,1010.3,8.0,8.0,20.3,21.4,Yes,Yes
2015-01-15,2,13.5,28.3,0.4,,,WSW,NW,9.0,20.0,69.0,39.0,1006.4,1004.5,,,18.5,26.8,No,No
2015-01-17,2,15.8,27.6,0.0,,,W,WNW,19.0,20.0,57.0,35.0,1010.0,1008.8,,,19.9,25.7,No,No
2015-01-18,2,12.1,28.0,0.0,,,SE,WSW,4.0,11.0,56.0,28.0,1012.8,1011.0,,,19.1,26.7,No,No
2015-02-02,2,16.9,29.0,0.0,,,SE,SSE,20.0,20.0,48.0,32.0,1015.4,1014.5,,,20.3,27.3,No,No
2015-02-05,2,15.0,31.4,0.0,,,SSE,SE,19.0,11.0,57.0,33.0,1021.5,1019.9,,,20.4,29.2,No,No
2015-03-05,2,15.1,23.4,0.0,,,W,WSW,28.0,28.0,40.0,24.0,1012.0,1012.5,,,15.7,22.3,No,No
2015-03-15,2,12.7,28.3,0.0,,,SSE,SSE,11.0,20.0,51.0,17.0,1011.3,1011.3,,,19.8,26.5,No,No
2015-03-18,2,16.6,28.3,2.8,,,SW,W,9.0,22.0,78.0,40.0,1004.9,1004.6,,1.0,20.1,27.6,Yes,No
2015-03-27,2,10.3,20.9,0.0,,,WNW,WSW,19.0,19.0,72.0,40.0,1023.0,1021.0,,8.0,12.2,19.1,No,No
2015-03-29,2,5.8,25.8,0.0,,,,WNW,0.0,9.0,63.0,27.0,1023.8,1021.3,,,11.6,25.1,No,No
2015-04-07,2,11.8,19.9,8.8,,,S,W,6.0,19.0,83.0,60.0,1008.3,1006.8,7.0,8.0,14.2,18.0,Yes,Yes
2015-04-19,2,9.9,17.4,15.8,,,W,ESE,20.0,17.0,71.0,49.0,1021.1,1023.1,3.0,7.0,12.6,15.8,Yes,No
2015-04-20,2,6.9,18.2,0.2,,,S,SE,19.0,28.0,45.0,40.0,1031.0,1028.4,,,13.1,16.8,No,No
2015-04-22,2,5.9,23.1,0.0,,,W,SSE,9.0,22.0,63.0,44.0,1020.8,1017.2,,8.0,15.8,21.4,No,No
2015-04-27,2,5.8,17.8,0.2,,,ESE,NNW,9.0,7.0,78.0,47.0,1022.1,1020.7,1.0,5.0,11.2,16.4,No,No
2015-05-03,2,7.5,23.7,0.0,,,N,W,2.0,13.0,85.0,37.0,1019.1,1015.6,,,13.5,23.2,No,No
2015-05-08,2,6.1,13.8,0.0,,,NNW,NW,9.0,11.0,74.0,62.0,1022.6,1020.0,8.0,8.0,10.1,13.0,No,No
2015-05-09,2,9.9,15.4,0.8,,,NW,WNW,15.0,24.0,91.0,71.0,1018.6,1015.9,8.0,8.0,11.8,14.2,No,Yes
2015-05-12,2,11.2,17.2,0.8,,,NW,NNW,20.0,24.0,91.0,64.0,1015.4,1012.1,8.0,8.0,12.2,15.8,No,No
2015-05-13,2,4.5,13.5,0.6,,,W,WSW,19.0,31.0,79.0,48.0,1020.8,1022.4,5.0,2.0,6.1,11.8,No,No
2015-06-11,2,0.7,15.2,0.0,,,,E,0.0,9.0,75.0,52.0,1037.8,1034.2,,,6.5,15.2,No,No
2015-06-18,2,9.9,11.1,22.4,,,,,0.0,0.0,100.0,100.0,1016.2,1015.6,8.0,8.0,10.4,10.7,Yes,Yes
2015-06-21,2,-1.5,12.1,0.0,,,ENE,ESE,2.0,6.0,86.0,62.0,1030.0,1027.5,,,3.1,11.6,No,No
2015-06-22,2,-1.2,11.3,0.0,,,,ESE,0.0,7.0,99.0,74.0,1030.0,1026.4,,3.0,3.7,10.6,No,No
2015-06-24,2,7.0,14.0,7.2,,,NE,SSE,2.0,11.0,100.0,91.0,1022.1,1020.6,8.0,8.0,9.8,13.6,Yes,No
2015-06-26,2,1.8,14.3,0.2,,,N,E,7.0,6.0,100.0,69.0,1034.0,1032.0,8.0,,4.6,13.9,No,No
2015-07-02,2,4.6,12.1,0.8,,,N,SW,7.0,28.0,87.0,52.0,1022.4,1022.1,,1.0,6.9,11.3,No,No
2015-07-16,2,2.9,11.9,4.4,,,SSW,WSW,6.0,11.0,90.0,67.0,1020.1,1017.3,8.0,,5.8,10.5,Yes,No
2015-07-29,2,1.0,12.2,0.0,,,E,ENE,9.0,2.0,99.0,73.0,1035.6,1031.2,8.0,8.0,4.5,11.2,No,No
2015-08-29,2,1.2,13.7,0.0,,,W,WSW,6.0,17.0,99.0,46.0,1025.0,1022.1,8.0,,5.1,13.6,No,No
2015-09-06,2,5.2,16.4,0.0,,,SW,N,6.0,22.0,90.0,58.0,1022.8,1018.7,8.0,3.0,8.7,16.0,No,Yes
2015-09-15,2,13.3,18.0,0.0,,,W,W,28.0,28.0,73.0,49.0,1013.9,1015.3,7.0,1.0,14.8,17.2,No,No
2015-09-25,2,2.9,19.0,0.0,,,W,SE,2.0,17.0,60.0,39.0,1032.4,1028.3,,,12.3,18.6,No,No
2015-09-30,2,3.1,19.7,0.0,,,SSE,NE,7.0,9.0,64.0,32.0,1022.8,1020.4,,,12.2,19.0,No,No
2015-10-08,2,10.2,23.1,0.0,,,S,SSE,7.0,11.0,66.0,53.0,1035.2,1032.2,7.0,7.0,14.8,20.6,No,No
2015-10-09,2,10.3,27.8,0.0,,,ENE,SSE,4.0,9.0,75.0,48.0,1032.8,1028.1,8.0,,15.5,26.1,No,No
2015-10-10,2,13.2,29.7,0.0,,,SE,WNW,11.0,15.0,63.0,37.0,1027.7,1024.4,,,19.0,28.0,No,No
2015-10-12,2,10.7,24.4,1.8,,,S,W,6.0,15.0,80.0,42.0,1016.0,1014.0,,1.0,16.4,24.0,Yes,No
2015-10-21,2,16.6,24.7,1.6,,,E,N,7.0,26.0,80.0,66.0,1012.3,1011.0,8.0,8.0,20.8,22.2,Yes,No
2015-11-02,2,15.9,27.1,22.8,,,NNW,W,11.0,24.0,82.0,43.0,1010.9,1009.7,8.0,6.0,19.2,25.1,Yes,No
2015-11-20,2,17.8,34.3,0.0,,,NE,SW,6.0,24.0,46.0,28.0,1009.4,1006.7,1.0,7.0,27.3,32.9,No,No
2015-11-30,2,10.0,31.6,0.0,,,SSE,NNW,7.0,13.0,61.0,21.0,1011.9,1007.9,,,18.0,29.6,No,No
2015-12-04,2,13.4,32.0,0.0,,,WNW,NNE,7.0,11.0,46.0,25.0,1024.4,1020.0,,,21.6,30.2,No,No
2016-01-06,2,17.0,28.1,0.2,,,SSE,ENE,9.0,11.0,76.0,52.0,1014.6,1012.6,8.0,8.0,20.3,25.7,No,No
2016-01-18,2,14.4,33.5,0.0,,,SE,E,9.0,15.0,53.0,22.0,1019.2,1014.7,,,22.5,31.9,No,No
2016-01-28,2,17.7,31.7,4.2,,,,NE,0.0,13.0,83.0,47.0,1008.1,1002.8,7.0,1.0,20.8,30.4,Yes,No
2016-01-29,2,17.1,24.2,0.0,,,SE,WNW,7.0,24.0,77.0,72.0,1000.7,1003.4,7.0,7.0,20.7,16.1,No,No
2016-02-01,2,13.0,26.1,28.6,,,SSE,SW,17.0,13.0,88.0,47.0,1004.2,1003.2,8.0,2.0,14.7,24.2,Yes,No
2016-02-07,2,15.2,32.8,0.0,,,SSE,WSW,4.0,15.0,67.0,37.0,1017.9,1014.9,,,21.0,30.7,No,No
2016-02-15,2,13.8,28.9,0.0,,,SSE,WSW,4.0,19.0,58.0,27.0,1012.0,1009.0,,,20.1,27.9,No,No
2016-02-18,2,12.7,30.5,0.0,,,SSE,WSW,9.0,13.0,63.0,32.0,1009.8,1006.8,,,18.5,28.7,No,No
2016-02-23,2,20.1,39.5,0.0,,,ESE,NNW,11.0,20.0,46.0,19.0,1017.7,1013.3,,,26.5,38.4,No,No
2016-02-29,2,15.4,32.3,0.0,,,ESE,S,6.0,15.0,56.0,34.0,1019.5,1016.5,,,21.6,30.3,No,No
2016-03-01,2,14.7,35.1,0.0,,,SE,WNW,7.0,13.0,63.0,21.0,1019.5,1016.1,,,20.8,33.7,No,No
2016-03-13,2,19.4,35.2,0.2,,,SSE,W,4.0,13.0,71.0,26.0,1018.6,1015.1,,,22.7,33.5,No,No
2016-03-14,2,18.0,35.1,0.0,,,SE,SW,7.0,22.0,59.0,21.0,1016.8,1013.7,,,22.5,33.8,No,No
2016-03-15,2,20.4,31.8,0.0,,,SE,SSE,17.0,15.0,54.0,35.0,1018.0,1015.4,,,23.2,30.0,No,No
2016-03-17,2,16.0,31.1,0.4,,,SE,SSE,6.0,11.0,64.0,35.0,1015.5,1010.3,,,20.5,28.8,No,Yes
2016-03-23,2,10.0,27.1,0.0,,,,W,0.0,13.0,81.0,31.0,1018.6,1017.1,,,14.2,25.4,No,No
2016-04-10,2,6.1,24.0,0.0,,,SE,W,6.0,17.0,71.0,42.0,1021.9,1018.4,,2.0,13.7,21.9,No,No
2016-04-25,2,6.7,24.3,0.0,,,ENE,SE,2.0,9.0,68.0,36.0,1032.4,1028.2,,,14.6,23.8,No,No
2016-05-12,2,10.8,17.2,2.0,,,WNW,W,17.0,19.0,96.0,86.0,1016.3,1017.0,8.0,8.0,14.4,15.8,Yes,No
2016-05-16,2,6.3,20.4,0.0,,,,N,0.0,13.0,100.0,47.0,1021.5,1017.4,8.0,1.0,10.0,19.2,No,Yes
2016-05-21,2,4.7,17.9,0.0,,,,ESE,0.0,7.0,91.0,64.0,1027.1,1022.9,,,9.4,16.6,No,No
2016-05-28,2,3.8,14.4,0.0,,,,WSW,0.0,17.0,86.0,45.0,1008.9,1009.5,8.0,,8.2,14.3,No,No
2016-06-20,2,10.0,16.6,14.4,,,W,WSW,7.0,22.0,90.0,83.0,1000.1,998.4,8.0,8.0,11.9,13.9,Yes,Yes
2016-07-03,2,7.9,12.7,0.2,,,ENE,W,6.0,13.0,100.0,82.0,1027.5,1024.7,8.0,7.0,9.7,12.6,No,No
2016-07-15,2,4.4,12.8,0.0,,,NE,ESE,4.0,6.0,90.0,66.0,1032.9,1030.6,6.0,7.0,8.4,12.2,No,No
2016-07-16,2,-0.4,14.0,0.2,,,,SSE,0.0,7.0,100.0,65.0,1033.9,1030.2,,,4.5,13.1,No,No
2016-07-22,2,9.9,18.2,6.8,,,NNW,W,31.0,22.0,92.0,99.0,1003.6,999.5,8.0,8.0,16.8,12.7,Yes,Yes
2016-08-02,2,8.3,13.7,21.0,,,S,SE,7.0,20.0,83.0,47.0,1016.2,1016.5,2.0,,8.6,13.5,Yes,No
2016-08-13,2,4.7,15.4,0.6,,,ENE,W,6.0,19.0,87.0,60.0,1024.2,1022.5,1.0,6.0,9.7,13.8,No,No
2016-08-18,2,4.0,19.6,0.0,,,SSE,NNE,2.0,15.0,100.0,57.0,1023.8,1019.2,,,9.3,19.4,No,No
2016-08-26,2,0.2,13.6,0.0,,,ESE,W,7.0,19.0,100.0,50.0,1022.9,1020.5,8.0,1.0,4.0,13.0,No,No
2016-08-29,2,3.4,18.2,0.0,,,,N,0.0,9.0,85.0,51.0,1027.6,1024.2,6.0,3.0,10.0,16.5,No,No
2016-09-05,2,4.4,15.9,0.0,,,ESE,WSW,4.0,13.0,93.0,63.0,1031.3,1029.1,8.0,7.0,10.4,14.7,No,No
2016-09-14,2,12.4,16.2,8.6,,,NW,NW,30.0,22.0,84.0,56.0,1009.5,1008.8,7.0,8.0,14.1,15.4,Yes,Yes
2016-09-18,2,7.1,13.8,1.2,,,SE,SSE,6.0,13.0,98.0,94.0,1010.7,1005.9,7.0,8.0,10.7,12.9,Yes,Yes
2016-09-19,2,7.4,15.9,7.4,,,SSE,NW,2.0,13.0,81.0,57.0,1013.2,1012.0,8.0,,10.5,14.9,Yes,No
2016-09-23,2,4.9,20.5,0.0,,,S,ESE,7.0,7.0,73.0,48.0,1015.8,1012.0,,,13.3,19.1,No,No
2016-10-02,2,5.9,21.7,0.8,,,SE,N,9.0,26.0,86.0,48.0,1012.3,1005.9,,,11.8,21.2,No,Yes
2016-10-05,2,3.5,15.7,7.8,,,NNE,W,6.0,22.0,78.0,64.0,1018.3,1017.6,2.0,6.0,8.6,14.2,Yes,No
2016-10-06,2,7.0,21.6,0.0,,,NNE,NW,6.0,15.0,72.0,55.0,1021.4,1020.3,,3.0,13.6,20.3,No,No
2016-10-24,2,3.6,19.0,0.0,,,SSE,WSW,11.0,13.0,67.0,44.0,1021.3,1018.1,,,10.8,18.2,No,No
2016-11-06,2,7.9,20.9,0.0,,,W,WSW,20.0,17.0,66.0,43.0,1012.4,1010.9,2.0,1.0,12.8,19.8,No,No
2016-11-09,2,9.7,25.9,0.0,,,ESE,W,9.0,15.0,73.0,31.0,1011.5,1007.3,,,17.8,25.3,No,No
2016-11-11,2,7.7,26.9,0.0,,,ESE,NNW,9.0,6.0,67.0,35.0,1011.9,1007.7,,,16.0,26.5,No,Yes
2016-11-17,2,11.0,29.3,0.0,,,SE,NNW,11.0,13.0,73.0,34.0,1022.0,1018.2,,1.0,18.7,27.9,No,No
2016-11-21,2,19.2,36.2,0.8,,,S,N,11.0,20.0,66.0,22.0,1015.6,1010.6,,,23.6,35.3,No,No
2016-11-27,2,9.3,28.1,0.0,,,ESE,NNE,7.0,19.0,67.0,34.0,1016.7,1014.1,,,18.0,26.7,No,No
2016-12-03,2,13.8,31.2,0.0,,,E,W,7.0,20.0,58.0,19.0,1013.8,1012.0,,,21.2,29.8,No,No
2016-12-04,2,12.8,32.8,0.0,,,ESE,SE,11.0,11.0,46.0,33.0,1013.1,1008.7,,1.0,21.6,31.8,No,No
2016-12-06,2,19.8,26.1,0.0,,,NNW,WNW,9.0,20.0,72.0,35.0,1011.7,1010.8,,1.0,22.1,24.0,No,No
2016-12-15,2,13.8,29.8,0.0,,,SE,E,17.0,11.0,51.0,28.0,1013.8,1011.3,,,19.0,28.1,No,Yes
2016-12-20,2,13.1,29.6,0.0,,,ESE,SSE,6.0,7.0,67.0,50.0,1006.6,1006.5,2.0,,17.8,25.7,No,Yes
2017-01-08,2,19.1,36.0,0.0,,,SSE,SSE,6.0,13.0,67.0,35.0,1010.6,1007.0,1.0,1.0,23.2,32.2,No,No
2017-01-16,2,13.3,34.8,0.0,,,ESE,ESE,7.0,11.0,62.0,28.0,1015.9,1011.9,,,20.9,32.7,No,No
2017-01-23,2,19.2,39.3,0.0,,,,WNW,0.0,28.0,58.0,22.0,1009.1,1004.0,2.0,,23.3,37.7,No,No
2017-02-12,2,20.0,21.2,1.4,,,W,W,19.0,26.0,72.0,57.0,1003.3,1007.2,8.0,,20.6,16.5,Yes,No
2017-02-24,2,15.1,33.6,0.0,,,SSE,W,9.0,22.0,52.0,16.0,1019.4,1016.2,,,20.6,32.9,No,No
2017-03-07,2,16.8,29.9,0.0,,,SE,ESE,20.0,11.0,47.0,23.0,1018.2,1015.6,,,20.1,27.7,No,No
2017-03-11,2,14.3,32.5,0.0,,,S,ENE,2.0,9.0,49.0,23.0,1013.6,1009.3,,3.0,20.5,31.6,No,No
2017-03-13,2,16.0,30.9,,,,SE,S,13.0,9.0,65.0,35.0,1011.2,1011.0,,1.0,19.8,29.8,,No
2017-03-16,2,20.9,31.5,0.0,,,ENE,W,9.0,17.0,56.0,48.0,1012.2,1010.0,,2.0,25.5,28.2,No,No
2017-03-19,2,15.3,34.9,0.0,,,SSE,SSE,6.0,15.0,62.0,30.0,1020.2,1015.0,,,20.2,33.1,No,No
2017-04-06,2,9.3,24.8,0.0,,,E,ESE,4.0,7.0,64.0,31.0,1026.0,1022.5,,,15.8,23.7,No,No
2017-04-12,2,8.1,23.9,0.0,,,SE,NE,9.0,4.0,64.0,40.0,1025.2,1021.7,,,16.1,23.8,No,No
2017-04-25,2,15.4,20.4,9.6,,,NNE,WNW,9.0,17.0,100.0,76.0,1009.5,1006.5,8.0,2.0,16.3,20.1,Yes,Yes
2017-04-27,2,2.4,16.7,0.2,,,E,SW,4.0,17.0,71.0,41.0,1020.7,1019.2,,8.0,9.6,16.2,No,No
2017-04-28,2,3.5,17.3,0.0,,,,WNW,0.0,15.0,79.0,58.0,1025.3,1022.6,,2.0,8.3,16.7,No,No
2017-05-06,2,6.9,21.1,0.0,,,,NW,0.0,22.0,98.0,40.0,1023.8,1020.4,4.0,,10.2,20.7,No,No
2017-05-08,2,1.7,16.8,0.0,,,SSE,ESE,9.0,7.0,80.0,47.0,1030.4,1027.1,,,6.4,16.3,No,No
2017-05-11,2,3.9,19.9,0.0,,,,NW,0.0,6.0,100.0,48.0,1026.4,1023.6,8.0,,7.9,19.7,No,No
2017-06-03,2,-0.5,15.3,0.0,,,,E,0.0,9.0,90.0,50.0,1034.5,1031.0,,,4.6,14.2,No,No
2017-06-08,2,0.7,15.6,0.0,,,SE,SSW,2.0,9.0,90.0,60.0,1028.9,1026.2,,,5.5,14.1,No,No
2017-06-17,2,3.6,15.5,0.0,,,NNE,,2.0,0.0,100.0,64.0,1025.8,1023.7,2.0,,7.6,14.1,No,No
2009-01-12,4,15.3,29.4,4.0,,,SW,ESE,4.0,22.0,78.0,50.0,1016.0,1015.8,,,21.2,27.7,Yes,No
2009-01-21,4,20.5,38.4,0.4,,,NNW,WSW,11.0,11.0,58.0,31.0,1012.0,1007.1,,,27.0,35.0,No,Yes
2009-01-22,4,19.6,33.7,19.4,,,NNE,N,17.0,28.0,69.0,41.0,1008.7,1004.8,,,25.8,32.4,Yes,No
2009-01-25,4,18.7,28.4,0.0,,,E,NE,7.0,15.0,61.0,39.0,1020.0,1017.8,,,20.9,27.7,No,No
2009-01-31,4,15.9,36.6,0.0,,,SSE,ENE,6.0,13.0,75.0,32.0,1017.8,1012.7,,,24.0,36.4,No,No
2009-02-22,4,17.8,26.1,0.2,,,SSW,E,4.0,9.0,80.0,59.0,1019.0,1017.4,,,19.9,25.1,No,No
2009-02-24,4,16.6,31.5,4.2,,,,ESE,0.0,24.0,91.0,51.0,1014.7,1012.5,,,20.0,29.5,Yes,No
2009-02-28,4,12.7,32.0,0.0,,,,N,0.0,17.0,81.0,44.0,1010.0,1005.9,,,17.7,30.8,No,No
2009-03-06,4,8.6,25.4,0.0,,,SW,NE,9.0,9.0,76.0,39.0,1013.8,1010.8,,,14.8,24.2,No,No
2009-03-07,4,13.1,28.8,0.0,,,SW,E,11.0,13.0,80.0,34.0,1014.6,1011.6,,,18.8,27.8,No,No
2009-03-08,4,17.4,25.1,0.0,,,SSW,SSE,13.0,22.0,80.0,66.0,1018.5,1018.8,,,20.4,23.7,No,Yes
2009-03-25,4,15.0,33.1,0.0,,,,E,0.0,13.0,99.0,45.0,1019.7,1016.7,,,18.2,31.9,No,Yes
2009-03-27,4,18.4,23.4,3.8,,,S,SE,15.0,15.0,80.0,61.0,1024.5,1023.6,,,19.4,22.9,Yes,No
2009-04-11,4,14.5,24.2,0.0,,,,NE,0.0,9.0,85.0,59.0,1025.7,1023.1,,,18.9,23.0,No,No
2009-04-18,4,11.7,23.2,0.0,,,SW,SE,17.0,6.0,67.0,49.0,1020.8,1018.1,,,18.4,22.6,No,No
2009-04-30,4,6.7,19.0,0.0,,,SW,SSE,20.0,17.0,68.0,62.0,1020.9,1020.5,,,14.0,16.1,No,No
2009-05-03,4,8.5,21.9,0.0,,,SW,E,17.0,13.0,73.0,52.0,1027.9,1025.6,,,15.3,20.8,No,No
2009-05-08,4,8.5,20.8,0.0,,,SW,ENE,19.0,9.0,69.0,58.0,1028.2,1025.0,,,14.9,18.6,No,No
2009-06-02,4,10.5,18.7,0.0,,,SW,,9.0,0.0,91.0,75.0,1030.2,1027.3,,,13.6,17.2,No,Yes
2009-06-09,4,4.3,16.8,0.0,,,NNW,W,9.0,15.0,70.0,51.0,1011.8,1008.5,,,11.4,13.7,No,No
2009-06-19,4,8.0,18.5,2.8,,,SW,ESE,15.0,20.0,89.0,54.0,1030.5,1028.4,,,12.2,15.2,Yes,Yes
2009-06-26,4,4.0,18.3,0.0,,,NNE,ESE,7.0,2.0,90.0,48.0,1012.8,1009.1,,,10.0,16.7,No,No
2009-06-29,4,3.7,20.6,0.0,,,,WNW,0.0,13.0,89.0,48.0,1012.2,1010.0,,,9.7,20.4,No,No
2009-06-30,4,7.6,18.1,0.0,,,,NNE,0.0,11.0,99.0,67.0,1013.2,1007.7,,,8.4,17.4,No,No
2009-07-15,4,-0.3,16.3,0.0,,,SW,WNW,6.0,6.0,99.0,52.0,1010.0,1008.3,,,4.7,14.8,No,No
2009-07-22,4,5.3,25.4,0.0,,,N,WNW,22.0,43.0,62.0,28.0,1011.3,1005.5,,,18.6,23.5,No,Yes
2009-07-23,4,7.6,17.0,1.6,,,ESE,SW,9.0,22.0,63.0,50.0,1012.7,1015.2,,,13.1,15.5,Yes,No
2009-07-25,4,-1.3,17.9,0.2,,,SW,NE,6.0,7.0,99.0,39.0,1026.4,1021.8,,,5.5,16.7,No,No
2009-07-30,4,1.2,19.3,0.0,,,NNE,WNW,2.0,7.0,84.0,43.0,1024.5,1019.3,,,9.0,17.8,No,No
2009-08-18,4,3.7,19.3,0.0,,,WSW,SE,11.0,7.0,49.0,32.0,1028.4,1026.0,,,11.9,17.9,No,No
